feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,label
8.1762432534106,2.180264216182806,1.7787547452945716,-8.39890783384429,10.853787128010163,7.85390038924018,-5.7032258979357735,1
6.905936159282236,2.972342207129654,1.8502619922746084,-9.787085133396795,9.51654118813765,6.683560900655688,-8.232595833192804,1
4.105057740857437,-5.308712555988022,-7.312804769117016,2.86517113377527,-1.3507627824729345,-6.748069024665954,2.958846459919128,5
-4.388081141600994,8.260592397832397,5.0616481796322805,0.5847384092791823,-5.917096035419296,-5.043168962436448,-9.713364714977033,0
-5.63834081796293,-4.324871698988048,-3.36204805189385,0.2990230325748999,0.29631325618877247,-7.71141853293838,1.4646350985068741,2
-4.533392980191035,9.89254131948619,5.70997822153627,2.0436955036263496,-5.0448707652640845,-7.905257278471131,-9.603114122885973,0
-6.194514122732019,-5.047027140101798,-4.547371761767905,-1.2014349287990707,-0.7296543364665796,-2.672936940973511,3.5728411609157926,2
-7.366479756206215,-5.337317014640215,-3.8495072427104686,1.8202762528700127,6.991861422850082,-6.384638305697766,1.2927411867553955,3
-5.710550582061002,-5.5043611040238085,-2.2815283826098667,-0.9158493172149121,5.465664089340945,-6.736988807114816,1.2149119388954284,3
1.0722468935275007,-6.985491970301788,4.1247279385979425,-3.696251580221535,-8.629175441393846,10.753439332832832,9.775919634671917,4
-8.720867773876755,-7.522589588959779,-3.691120838610568,0.187286058811042,-3.120834465706845,-6.7327200986350855,2.347957074993343,2
11.472492337157604,2.1710077439913626,2.898883636863895,-7.460949581947604,7.014969330259554,4.565490559464775,-6.6458729444060625,1
-6.952913658567595,-7.413484847215807,-4.144371816410285,2.75749973742226,-2.257146775463909,-4.90692815745766,2.9267287705230594,2
6.919998095876469,1.1360745867604682,5.144012476593593,-8.63481771895751,8.575073343117658,3.6706612853817924,-6.668252252682011,1
-10.982759510553942,7.469723935480276,-4.371175011851874,2.7896575230091067,-3.8377483790896205,0.37261967718375355,0.1477831723781502,6
-6.761933388528794,-4.777136427674671,-4.760679134306713,1.1180375013146682,-3.11792388722359,-0.7645056380233601,1.8776694074670266,2
-6.448911343945177,-6.836417333383093,-4.928214999014178,2.2280792499272963,-3.444415141607206,-3.725331957772227,1.7043754112118417,2
6.51646705079257,2.1226738212202285,2.3084358302019012,-7.841312301331594,10.404308462165192,6.210463173155781,-6.4569413314731925,1
3.5325296180687626,-9.49636342881235,1.4024703524398894,-7.008547439374158,-8.70422673043242,8.355143844410215,8.053103170949317,4
9.8561861491179,4.457195013093477,5.537424297959072,-12.16897852943902,12.13971851766443,8.025804322007978,-6.90200792156393,1
-0.9526189502120621,-10.028446607746371,1.7879697510420918,-5.074584281193548,-10.696395314611564,7.449305739477694,6.904913516221199,4
-9.842403120820435,7.8684846475897325,-3.4714101888744553,2.097805664790633,-3.1608700620954764,1.166841042222487,1.3012562265581535,6
6.61362534524913,5.547608934872758,0.16495307430923845,-8.578895307341392,6.7513031793243155,6.3103677611813325,-5.881629920641346,1
-5.894097026849616,-4.452278452611112,-2.208006744326282,0.11305385086247921,5.102146437544082,-4.7828766093478166,-0.5357903569109257,3
-6.853435889486339,-5.911111292098436,-2.3910148583387953,-1.101203632858504,0.13171720655841268,-5.268395817519426,5.4597821681707535,2
-7.2439491864964705,-6.897922918353039,-2.839229769071082,-0.3523442339033567,-0.7262810654721585,-3.678189303006523,2.449706682889209,2
-8.330514327017456,-5.216299947574795,-3.200068448499073,-1.292616908234002,5.194901667420001,-7.013510702235529,0.48726851699057216,3
1.7156915020497394,-8.94012958886913,-0.0892490660233225,-5.992424263974662,-6.219843585023071,8.70034166675238,10.287774023613654,4
-10.21374475864347,6.848925860564471,-4.740532255519857,6.222771062153043,-6.075267606641113,-2.683968971576146,1.3369713754862262,6
2.818294497115846,-8.465118373626465,1.9777830307290882,-6.11195811698217,-8.26659077349042,8.165563277455275,8.150265860900287,4
6.789273339755473,-2.2234774482838953,-5.627004113676516,2.5738148627375512,-4.938481126292169,-5.839686190159177,-0.526035803034677,5
2.093220456861048,-9.010813121945176,-0.9868991037975343,-7.143208435862911,-9.059419348016782,7.854251099161598,8.478495257147983,4
-7.133044671022681,-1.7594673462588775,-3.9555727075928004,3.3453785399248144,2.1173459963724164,-6.5007800577869945,-2.2631657976621673,3
-5.655707148811476,-7.6563579006014875,-1.7148452055772156,1.3040493089657716,-2.12269958200232,-6.964537184958552,2.5807781461962587,2
-5.542670022846353,7.5997009154974275,6.745816944217042,1.9453434771732716,-9.389884124136605,-8.488907344929434,-10.327207025740796,0
-2.2904048444102862,6.9594795431238765,3.4822077119882135,3.2911800062270755,-7.239018953441985,-5.066036637245995,-8.031387751098016,0
-0.7410607987772502,-9.261547099912608,-0.07590027486781947,-8.303983237533819,-10.035174538911347,9.968342148978634,9.091600459356755,4
5.881290361015397,3.268578721283226,6.250159800334767,-7.825385452347877,9.74643096785294,4.844153912983396,-5.76274512159378,1
-1.7218644550568245,11.686723763836373,3.325400834266829,2.0296600336926387,-7.283406388673353,-7.009317261500993,-9.106845707312239,0
-9.512303780601872,-4.836881492739974,-3.9420830620577685,0.4462485473041895,6.39691292454158,-7.855388438756029,-0.020082336659088207,3
-13.31367414960527,9.511296565916991,-4.904140076583535,1.165518066003905,-1.8093956784728364,-0.25251497662407596,0.15280704644291776,6
7.562261333496862,1.712578757098905,5.0021736541283115,-11.794517736593852,9.609950991277199,8.326539283280251,-4.929244319597134,1
7.128134275791654,-2.4529633192727234,-7.692410473616256,1.6296818715427825,-2.666564259222443,-5.839962448530265,1.8140962239421894,5
-8.755336184793407,-5.774434284470088,-2.107127803485996,-1.4112751638239431,3.754062723066649,-2.7409453856002415,-1.4022937907016721,3
-2.198556829703323,10.727775810005848,2.9586452879475207,-0.42553504572978706,-7.4897118157211455,-7.0126235817895894,-7.456303352156266,0
5.723486128995141,-4.296412432481863,-8.417092330328225,6.4447154648956495,0.15087412530385236,-8.224212756682448,-1.9546843249610202,5
1.6369024913926307,-9.273191523740264,-0.393045974537122,-7.020005804940668,-6.973237565244382,8.602356496581054,8.835955340622721,4
7.344889161519271,-0.34222732848497817,4.691773350718924,-9.972205956588581,11.453811584215686,8.793039519074448,-3.5565363180335274,1
2.9217418118097207,-3.284856765047496,-7.252802169455222,2.2042332626544887,-2.9786927452644165,-6.575433034385052,2.6881287497127326,5
4.435605908080413,-5.832332601128169,-8.676960131038605,6.777737259753427,-1.8000645143677487,-7.012295772191347,0.7391851400818968,5
7.79741009398375,-7.042049156208647,-9.840489229955704,4.096374232609851,-3.7425850966188134,-9.140692867010543,2.0439893088410184,5
-7.0583593612417905,-5.178041343591361,-3.725535896658819,-1.271287879072902,1.4485570097794853,-2.7083093950935115,2.2934973802151184,2
-2.4069583239121357,-4.992042860380631,-4.298315462042059,0.035879845861492454,-0.2592024347031916,-3.159644665951591,2.5108518150437478,2
-6.6789836491137695,-10.039249665402714,-6.428842815963996,-2.2441501414803087,0.2099279865218917,-4.154444472085174,0.34398435962308804,2
-2.052571152053147,-6.926100060101911,3.6480717711029476,-6.273489743810951,-8.91509649597315,10.60228672839704,9.249251927350642,4
2.8698507713076324,-7.8318269905592395,0.6484642397931695,-6.459077973198416,-9.497360729551772,10.03390551714058,10.508089354756075,4
-2.399702489092714,10.184403397773195,4.752659467637381,3.81374477389596,-8.003396052094965,-6.5420954627423455,-9.629531742056795,0
-9.048355505787402,-5.417197082608346,-2.631879685585297,-2.46293637666133,2.998413626519382,-4.366839893009871,-3.058493630767142,3
-2.245867682120501,8.550353308531456,5.6495670903890645,1.5882244099019003,-7.431365777350412,-4.969509163066613,-9.276256762874441,0
-6.768915797373235,-6.491089076285322,-1.3581786319170428,4.081277879796343,-0.7954614865439711,-4.325371865764516,-0.15639724688693502,2
-4.912533806300664,-7.535901888281895,-4.03098130601117,1.9888004752110504,-0.5671403094718257,-4.87487316220653,-0.03237725545281123,2
-1.124453710539821,11.574193558716015,5.9502629596811705,1.986886202550938,-7.427936136400084,-5.906479494332287,-10.672638061648971,0
-8.23032745731084,8.137465288711608,-8.517639053077232,2.4469150098642904,-3.053798009575763,-0.36492608984735964,3.074930958810753,6
-3.299330772035236,10.00335700747875,4.06016376035014,2.4824414096689917,-7.848284217106123,-8.246165327873046,-8.70053063816327,0
-7.536651276210856,-3.5806887768167104,-3.1003094065384587,0.08443793664369892,4.762354974645522,-5.896937068608462,-2.150919104903612,3
-8.697455695334849,-3.5377900643954296,-5.002800222270512,0.7951509094023794,-3.5948192540063775,-4.034230794355247,1.1585478929254838,2
6.324096614733843,1.7557592691940753,3.1720481531420592,-10.645612794807187,6.803350295649615,6.3024874354861025,-8.306537685554494,1
-2.746349858158048,10.224176000068852,5.215299766953257,-1.5814124302859391,-7.401646820596528,-6.582272048931509,-10.98987520737428,0
6.785467255925325,0.7617129305560142,5.176114280663066,-9.467122669500982,8.376614302317869,8.142660780996827,-5.370722660422579,1
7.492426270521906,-3.1328890493328343,-7.360285367104767,5.016526859620765,-1.1744050698417778,-6.6291097806864885,-0.7931697075591153,5
0.35293093674526443,-10.470286413290435,1.8687427247111892,-7.118544874747542,-9.630068760198245,7.935538532963918,9.750460700665663,4
5.727663266507104,-3.3323960109719,-9.380795330604993,3.0176254895138284,-3.0457909689439937,-4.777585153061683,1.9667277187274834,5
5.93517601395072,-7.547200976720687,-6.812909252213395,2.7109412531047763,-1.7942590107868082,-9.163903867768148,-2.4070783937001177,5
-10.57139290299327,-4.148653283850358,-1.3798159999964361,-2.8938057349536175,6.829558420553752,-5.421293446812626,2.0605694940492922,3
-7.5597681685148865,-3.334917536204702,-2.331112632018858,-3.352064072496235,6.562097076322127,-7.297379040966649,-1.8407158444412457,3
-9.270342913676417,7.055453213640029,-2.8596803652114757,1.4933240989386567,-3.7964185915822974,1.3616164898801841,4.077741081806141,6
-9.803568712749101,7.107857647631903,-5.218121939619994,3.7016347525513518,-3.8328810688346113,1.5914532262195524,0.3930559670710796,6
-5.793040392255671,-7.723791752108793,-4.801166983636524,-0.3648811261791606,-1.7758342605378143,-2.1375428916124193,1.7057897611440385,2
