feature_1,feature_2,feature_3,feature_4,feature_5,label
-3.0026301052560767,9.937448736540274,6.346483789906563,2.8467590995761114,-6.870482845411133,0
-10.344633538712525,9.570747235044076,7.851330563661444,-5.436070801724002,-6.409361915227009,2
2.630021647065417,-7.162894694661002,-5.435526951652785,-0.33475172991983637,-1.1145702307053804,4
-5.130528288003448,-9.85274663380401,8.10639315908005,1.0568022490351199,4.191613128456034,1
-3.3276718400951415,7.511521110567718,4.379143671336283,0.8477506761938431,-7.0286638578808,0
1.961667935629516,-7.393992086775784,-3.968873756594503,-2.2835933239027177,-0.8778916879787586,4
-9.6698329409033,9.215778907700347,6.67992878288345,-6.42988858968249,-5.358907746731497,2
-6.067420167631951,-8.2604172428445,7.354001765764368,0.5303640883928009,4.655894970004527,1
2.6982883880342468,-6.921257839939477,-4.922169362206563,-1.5033549019697041,-1.5370102507776213,4
-5.238672695349114,-2.010721632634505,-0.11026429128278181,-0.2226841065019758,-4.147404280680272,3
-6.156495974098167,-6.5379176711890405,8.398955978603741,0.12312384694870815,4.239880954939552,1
-3.3855162910269314,9.051946361366259,4.3706927045467125,1.887031238457368,-7.058639158268756,0
-2.305495824913901,9.30412839236679,4.385057567855736,1.8232917171782703,-6.351862430219609,0
-3.0246332851452036,8.41403227809241,5.58731865727474,2.264203685202914,-7.51518693142591,0
-6.668292514301469,-9.658569086084713,7.299495057418099,0.38203359563885964,2.5288931529288154,1
-10.293178567899442,7.668299211513039,6.41794256232688,-7.455431052514488,-6.826316342197499,2
-8.807967302467505,7.773399053136897,5.43981841901925,-5.991555958748048,-6.240657217317789,2
-10.419580888036261,10.493357454960117,7.082358315955278,-6.459947549953716,-5.464852197173087,2
2.86466910704004,-8.116930512986022,-2.5848007731098597,-3.573733152552421,-3.340580021549197,4
1.2618169693473171,-5.0017036958044585,-4.751456882035241,-4.012820024486976,-1.0955153060858183,4
-2.812733608629948,7.721140804552164,4.03890487322474,2.1428634762927516,-7.579743064356278,0
-11.414294355711581,8.08405118878467,8.415508305299872,-7.589289773937017,-7.147991299100097,2
-9.40077132966999,10.402573678003018,5.948315987998897,-4.993099410178115,-5.309088543638576,2
-6.531892701488103,-4.9443220515551785,0.9919411397806785,-2.202081026144233,-4.57966279523639,3
-9.954109786877453,9.39838370787486,7.7994603666015045,-6.8858815399941244,-5.604322153152727,2
-7.2170074188594375,-8.423629227905124,8.815442561843975,3.188106254072561,3.9569965762356842,1
-10.075468136729658,10.827314061790917,6.0339023778601,-5.428203650177935,-6.809743330077739,2
-7.603572402146234,-8.717570950446543,8.871093010527629,1.7846051101745348,4.3536863201161395,1
-3.402317896681973,8.679468880803588,6.20025897736098,2.1017206840118132,-6.330050846088603,0
-9.63305329484655,8.184255337082503,8.588045385107902,-7.154220624590561,-5.191838344077437,2
1.5621793980174723,-7.393856061725968,-5.255095596715434,-5.236717102106055,-0.9764510858744055,4
-5.97993260636348,-8.060218570509992,7.6783013976689025,0.9244378765149521,4.556761018379393,1
-4.973326933313496,-4.269333896344946,-0.6484308271207431,-0.8194539393070928,-2.82877376460468,3
-8.816224906954568,-8.712480787016654,8.352205526195096,0.7055513880421187,4.885062143149784,1
-10.182213286104254,9.291975549397876,6.732333941528287,-6.273192874841999,-6.722266591953135,2
3.4769947017361806,-7.209401880023187,-3.185685164479431,-1.996246579345176,-1.9772552787813642,4
1.767812056784934,-7.180255863701337,-4.414300073902068,-4.286178986778651,0.03796786498502114,4
-5.928472940060033,-4.686866360989786,-0.005257457475676852,-0.9225978575919475,-4.096639468172828,3
3.460989712916094,-6.596009819761056,-6.411717907588354,-3.3408990641577763,-1.6598728153536744,4
-7.832288400015296,-8.415672691134407,7.432993519545992,3.074829176213839,3.5885794663831603,1
2.838315856491225,-8.62092248058622,-3.7929984850529683,-4.857255869177974,-0.6050715445175168,4
2.02774127782609,-8.112811380781235,-3.8179294501601526,-4.329143661267191,-1.3909176261183753,4
-6.496470772553998,-3.151820989875369,1.0064552768071122,-0.03071794149962459,-2.854355457685694,3
-1.3801281855176075,8.93387035448933,4.174428653824048,2.859687096509786,-8.28478711351573,0
0.9374202245851739,-5.033070139470787,-5.281762068611574,-1.5806601731068322,-2.3550639572810823,4
1.9257100073348923,-5.982319353507816,-4.330290868691811,-2.999425892576353,-0.8214824751081057,4
3.203602144968202,-7.886455938403413,-6.062042806713523,-2.4152299809971813,-1.4651293087519166,4
-5.069419908054373,-5.777105275683293,0.6074497981145697,-0.2149213664528249,-4.2734036427598525,3
-7.118053140623021,-8.569303688498477,7.567159962526224,3.409058300995329,3.1650598667538414,1
-1.4467961131776301,6.779859685884119,4.875078665082802,0.8176016358350147,-6.5604038489557235,0
-6.528900451145639,-4.525937085895117,0.6379796456368371,-1.3510817036582805,-2.8300359484114406,3
0.10621989709171409,-6.025941770591948,-3.120949768157133,-2.6316667521929604,-0.2806692814306728,4
-8.530602615160488,-2.595519478565527,0.24531873296051127,-1.0423029359987512,-3.952325970979267,3
-5.589741471081276,-8.030796756817201,6.350280602126169,2.3814832840562556,4.72939329899604,1
-10.100455846432084,10.5978351224258,6.430198404512532,-7.306349839803307,-6.664998019378862,2
-9.916133640426647,9.059703078947589,8.144955049433996,-6.229206388820844,-7.203971591543919,2
-10.433208567494425,9.799757651627605,7.117168400947574,-5.233218710636667,-7.3413378562292735,2
-2.7684480656329757,10.247973049574357,5.288803046735097,0.5811733467527218,-7.718014682269155,0
2.652608635921821,-7.486145435514732,-3.8883885019909687,-3.7193004806117678,-1.7075167496654862,4
0.22522453600899128,9.108051558350269,3.2334735690465526,1.9386400278459235,-7.8426428172173965,0
1.615919805635192,-6.3477204982002675,-4.137901061291945,-4.0623928049817115,-1.2618151526178965,4
0.9013012319409082,-5.074496685785933,-4.667227768774513,-1.9432437831399638,0.8196900767676756,4
-8.094653083002353,-9.37223685795281,5.916378889283787,2.095296990837533,4.941529735637491,1
-6.414770475467239,-3.8976996755565896,-0.8489741835376563,-2.514832417881971,-5.020545806865761,3
2.2461985702702227,-9.140975726212169,-4.8313973218805195,-0.12158888162351822,-0.22837792225233733,4
-6.780713604094105,-2.7498277230070842,0.24102517860920308,-2.0240062994375503,-4.14733842199117,3
-3.820370206061181,-3.95570575639148,0.7393395351915092,-2.8822295788522645,-4.0251285644623875,3
